"","GS001c","GS002","GS003","GS004","GS005","GS006","GS007","GS008","GS009","GS011","GS013","GS014","GS015","GS016","GS017","GS018","GS019","GS021","GS022","GS023","GS026","GS027","GS028","GS029","GS030","GS031","GS034","GS035","GS036","GS048a","GS049","GS051","GS108a","GS110a","GS112a","GS113","GS114","GS117a","GS119","GS120","GS121","GS122a","GS123","GS148","GS149"
"CDP-OH_P_transf",0.000729584657876909,0.000868934563069597,0.000642516609054344,0.000778678890456041,0.000845900300440452,0.000738016164934709,0.000577834277129319,0.000853028821000432,0.000857521018585836,0.000885145181165499,0.000854154671593346,0.000686380098325344,0.000803123874934227,0.00077390373335816,0.000742834211357679,0.000725970861717468,0.000738283701332602,0.000920399397556758,0.000819115007232611,0.00100080174725609,0.000729394602479942,0.00073420262068656,0.000830196827382348,0.000936569643632634,0.000996525675402935,0.000871875651225223,0.000813047013247884,0.00072293864790934,0.000828053330356063,0.000630731162971229,0.000696612399700715,0.00083283759666865,0.000773270033088764,0.00068981148437577,0.000729599281625323,0.000886172867513612,0.000846436322440627,0.000801338892786111,0.000746491489997014,0.000583375675116205,0.000706438005019074,0.000591360912782962,0.000896458987001345,0.000749987903420913,0.000828849896763785
"Microvir_H",0,0,0.000167054318354129,0,0,0,4.95286523253702e-05,5.68685880666955e-06,0,1.15705252439935e-05,1.89812149242966e-05,1.11606520052901e-05,0,0,5.69221617898605e-06,0,0,5.57817816701065e-06,0,0,0,0,0,0,3.60407115878096e-06,0,1.06280655326521e-05,0,0,0,0,0,0,0,0,7.08938294010889e-06,2.5805985440263e-06,0,0,0,0,0,0,0,0
"DUF3170",0.000201008017986495,0.000239470155176661,0.000192754982716303,0.000440761636107193,0.000510457077851997,0.000249973217155305,0.000495286523253702,0.000801847091740406,0.00028894729974088,0.000561170474333682,0.000582090591011762,0.000156249128074062,0.000149547204298097,0.000116376501256866,0.000130920972116679,0.000159116901198349,0.000216211655390262,0.000379316115356724,0.000191707767650186,0.000110585828426087,0.000109068351772702,0.000352673747928042,0.00020847992077763,0.000167431444671756,0.000118934348239772,7.35501428098606e-05,0.000728022488986667,0.000180734661977335,0.000139559550060011,0.000397845810489544,6.02010715790741e-05,0.000214158239143367,0.000125881168177241,0.000118253397321561,7.48306955513152e-05,8.50725952813067e-05,0.000105804540305078,0.000120857669075938,7.46491489997014e-05,5.64557104951166e-05,0.000107647696002906,8.69648401151415e-05,0.000195196714911583,0.000354832986564733,0.000273816483752322
"zf-CDGSH",9.6781638289794e-05,0.000225786146309423,0.000282707307983911,0.000146920545369064,0.000204182831140799,0.00011903486531205,0.000198114609301481,8.53028821000432e-05,0.000167775851462446,0.000260336817989853,0.000158176791035805,0.000133927824063482,0.000105236921543106,7.5644725816963e-05,5.69221617898605e-05,9.94480632489682e-05,8.9648735161816e-05,9.48290288391811e-05,8.13305680940181e-05,8.29393713195654e-05,8.18012638295262e-05,9.61837494349205e-05,0.000111685671845159,9.94124202738551e-05,9.19038145489144e-05,6.58886696005001e-05,5.84543604295864e-05,5.37319265338023e-05,5.58238200240042e-05,8.73320071806317e-05,7.74013777445239e-05,0.000101130279595479,0.000125881168177241,9.85444977679671e-05,0.000112246043326973,4.96256805807623e-05,9.29015475849469e-05,6.56835158021402e-05,4.97660993331343e-05,9.40928508251943e-05,6.05518290016349e-05,6.95718720921132e-05,7.22950795968826e-05,7.25794745246044e-05,6.66040095613756e-05
"RE_HindIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p25-alpha",0,0,0,0,0,0,0,0,0,0,5.06165731314576e-05,0,0,0,0,4.97240316244841e-06,0,0,0,1.10585828426087e-05,0,0,0,0,0,4.59688392561629e-06,5.31403276632604e-06,0,0,9.70355635340352e-06,0,0,0,0,0,0,0,2.62734063208561e-06,0,0,0,0,7.22950795968826e-06,8.06438605828938e-06,0
"PIGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36335439715877e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5805985440263e-06,0,0,0,0,0,0,0,0
"HAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31403276632604e-06,0,0,9.70355635340352e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"zf-CHY",7.44474140690723e-06,0,1.28503321810869e-05,0,0,0,0,5.68685880666955e-06,0,0,6.3270716414322e-06,0,0,0,2.84610808949302e-06,0,5.27345500951859e-06,0,0,0,0,3.20612498116402e-06,0,5.23223264599237e-06,0,1.5322946418721e-06,0,0,0,1.9407112706807e-05,0,0,0,9.85444977679671e-06,0,1.41787658802178e-05,5.1611970880526e-06,5.25468126417122e-06,0,0,0,0,0,0,7.40044550681951e-06
"Chagasin_I42",0,0,0,0,0,1.1903486531205e-05,0,0,0,1.15705252439935e-05,6.3270716414322e-06,5.58032600264507e-06,5.53878534437398e-06,0,2.84610808949302e-06,4.97240316244841e-06,5.27345500951859e-06,5.57817816701065e-06,1.16186525848597e-05,0,0,0,0,0,3.60407115878096e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NadA",0.000387126553159176,0.000513150332521415,0.000321258304527172,0.000279149036201222,0.000175013855263542,0.00042852551512338,0.000511796074028826,0.000426514410500216,0.000354193464198498,0.000364471545185794,0.000297372367147313,0.000435265428206316,0.000426486471516796,0.000453868354901778,0.000335840754560177,0.000447516284620357,0.000474610950856673,0.000412785184358788,0.000331131598668502,0.000370462525227392,0.000422639863119219,0.00040717787260783,0.000312719881166445,0.000251147167007634,0.00037482340051322,0.000361621535481815,0.000382610359175475,0.000332161000390778,0.000344246890148026,0.000533695599437194,0.000473008419549868,0.000374776918500892,0.000377643504531722,0.000492722488839836,0.000392861151644405,0.000432452359346642,0.000443862949572524,0.000409865138605355,0.000584751667164328,0.000451645683960933,0.000403678860010899,0.000478306620633278,0.000477147525339425,0.000298382284156707,0.000399624057368254
"DUF412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84610808949302e-06,0,5.27345500951859e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUF2116",0,0,0,0,0,0,1.65095507751234e-05,1.13737176133391e-05,0,0,1.89812149242966e-05,2.79016300132254e-05,1.1077570688748e-05,2.32753002513732e-05,8.53832426847907e-06,4.97240316244841e-06,1.58203650285558e-05,1.6734534501032e-05,0,1.10585828426087e-05,0,6.41224996232803e-06,2.23371343690318e-05,0,0,9.19376785123258e-06,5.31403276632604e-06,1.46541617819461e-05,1.86079400080014e-05,9.70355635340352e-06,0,1.18976799524093e-05,1.79830240253201e-05,3.94177991071868e-05,0,2.12681488203267e-05,1.29029927201315e-05,1.3136703160428e-05,1.24415248332836e-05,0,2.0183943000545e-05,0,7.22950795968826e-06,8.06438605828938e-06,0
"DUF3313",0,6.84200443361887e-06,1.28503321810869e-05,0,7.29224396931424e-05,3.5710459593615e-05,0,2.27474352266782e-05,1.86417612736051e-05,2.31410504879869e-05,1.26541432828644e-05,0,0,0,0,0,0,5.57817816701065e-06,0,0,0,0,0,0,0,3.06458928374419e-06,0,0,9.30397000400071e-06,0,0,0,1.79830240253201e-05,0,0,0,0,5.25468126417122e-06,0,0,0,0,0,0,0
"EutC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72285572817197e-06,0,3.60407115878096e-06,0,0,0,0,0,0,0,0,9.85444977679671e-06,0,0,0,0,0,0,0,0,0,0,0
"DUF530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72285572817197e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40044550681951e-06
"Acylphosphatase",3.72237070345362e-05,2.73680177344755e-05,0,1.46920545369064e-05,1.45844879386285e-05,3.5710459593615e-05,0,5.68685880666955e-05,6.5246164457618e-05,4.04968383539771e-05,2.53082865657288e-05,3.90622820185155e-05,1.66163560331219e-05,5.23694255655898e-05,3.13071889844232e-05,2.98344189746905e-05,3.69141850666301e-05,2.78908908350533e-05,2.90466314621493e-05,2.21171656852174e-05,2.04503159573815e-05,4.48857497362962e-05,1.11685671845159e-05,1.56966979379771e-05,1.98223913732953e-05,5.20980178236513e-05,0.000106280655326521,1.46541617819461e-05,9.30397000400071e-06,6.79248944738247e-05,1.72003061654497e-05,5.94883997620464e-06,0,3.94177991071868e-05,3.74153477756576e-05,1.41787658802178e-05,2.5805985440263e-05,2.10187250566849e-05,0,1.88185701650389e-05,1.34559620003633e-05,1.73929680230283e-05,1.44590159193765e-05,3.22575442331575e-05,2.22013365204585e-05
"SURF1",0.000387126553159176,0.000348942226114563,0.000295557640164998,0.000249764927127409,0.000291689758772569,0.00049994643431061,0.000280662363177098,0.000318464093173495,0.000307589061014485,0.000468606272381735,0.000303699438788745,0.000323658908153414,0.000260322911185577,0.000273484777953636,0.000258995836143865,0.000318233802396698,0.000353321485637745,0.000329112511853629,0.000505411387441398,0.000387050399491305,0.0004430901790766,0.000420002372532486,0.000428128408739776,0.000470900938139313,0.000484747570856039,0.000280409919462594,0.000340098097044866,0.000351699882766706,0.00039076674016803,0.000320217359662316,0.000232204133233572,0.000404521118381916,0.000359660480506402,0.000206943445312731,0.000364799640812661,0.000340290381125227,0.000273543445666788,0.000404610457341184,0.000373245744998507,0.000282278552475583,0.000289303183007811,0.000373948812495108,0.00033255736614566,0.000346768600506443,0.000333020047806878
"DUF458",4.46684484414434e-05,6.84200443361887e-06,8.99523252676082e-05,4.40761636107193e-05,5.83379517545139e-05,3.5710459593615e-05,0,3.98080116466868e-05,1.86417612736051e-05,9.83494645739443e-05,2.53082865657288e-05,2.23213040105803e-05,2.21551413774959e-05,5.81882506284331e-06,1.13844323579721e-05,4.97240316244841e-05,5.27345500951859e-06,3.90472471690746e-05,1.74279788772896e-05,2.21171656852174e-05,4.09006319147631e-05,3.20612498116402e-05,4.46742687380636e-05,3.13933958759542e-05,2.88325692702477e-05,1.99198303443373e-05,3.71982293642823e-05,3.41930441578742e-05,3.72158800160028e-05,9.70355635340352e-06,0,2.37953599048186e-05,1.79830240253201e-05,2.95633493303901e-05,0,7.08938294010889e-06,3.87089781603945e-05,2.10187250566849e-05,0,1.88185701650389e-05,2.0183943000545e-05,0,5.06065557178178e-05,4.03219302914469e-05,1.4800891013639e-05
"Reg_prop",7.44474140690723e-05,8.89460576370453e-05,0.000115652989629782,0.000176304654442877,0.00018959834320217,4.761394612482e-05,3.30191015502468e-05,8.53028821000432e-05,0.000139813209552038,5.78526262199673e-05,0.000170830934318669,8.37048900396761e-05,0.000171702345675593,0.000250209477702262,0.000156535944922116,0.000104420466411417,6.85549151237416e-05,0.00016734534501032,0.000127805178433457,0.000121644411268696,8.18012638295262e-05,0.000105802124378413,0.000111685671845159,8.89479549818703e-05,8.82997433901335e-05,0.000105728330289175,4.78262948969343e-05,0.000151426338413443,0.00013025558005601,6.79248944738247e-05,8.60015308272487e-05,4.16418798334325e-05,0.000179830240253201,0.000118253397321561,0.000121599880270887,0.000198502722323049,0.000116126934481184,0.000136621712868452,0.000111973723499552,3.76371403300777e-05,0.000134559620003633,7.82683561036273e-05,0.000180737698992207,0.000104837018757762,0.00014800891013639
"DUF401",0,0,0,0,1.45844879386285e-05,2.380697306241e-05,0,1.13737176133391e-05,0,0,1.89812149242966e-05,0,5.53878534437398e-06,1.16376501256866e-05,8.53832426847907e-06,9.94480632489682e-06,5.27345500951859e-06,5.57817816701065e-06,5.80932629242987e-06,5.52929142130436e-06,1.36335439715877e-05,0,3.72285572817197e-06,1.04644652919847e-05,3.60407115878096e-06,7.66147320936048e-06,2.65701638316302e-05,9.76944118796405e-06,0,0,2.58004592481746e-05,0.000118976799524093,0,0,0,7.08938294010889e-06,7.7417956320789e-06,2.62734063208561e-06,0,0,6.72798100018166e-06,8.69648401151414e-06,0,0,7.40044550681951e-06
"Baculo_gp41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20612498116402e-06,0,0,1.80203557939048e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phage_capsid",5.95579312552579e-05,0.000239470155176661,0.000102802657448695,0.000132228490832158,0.000758393372808681,3.5710459593615e-05,0.000231133710851728,0.000153545187780078,0.000149134090188841,6.3637888841964e-05,0.000449222086541686,5.58032600264507e-05,2.76939267218699e-05,5.23694255655898e-05,6.83065941478325e-05,2.98344189746905e-05,2.10938200380743e-05,9.48290288391811e-05,1.74279788772896e-05,4.97636227917392e-05,2.04503159573815e-05,6.09163746421163e-05,8.19028260197833e-05,3.66256285219466e-05,2.70305336908572e-05,1.07260624931047e-05,9.03385570275426e-05,4.88472059398202e-06,1.86079400080014e-05,5.82213381204211e-05,8.60015308272487e-06,9.51814396192742e-05,1.79830240253201e-05,9.85444977679671e-06,3.74153477756576e-05,5.67150635208711e-05,3.35477810723419e-05,2.36460656887705e-05,3.73245744998507e-05,3.76371403300777e-05,0,1.73929680230283e-05,3.61475397984413e-05,5.64507024080257e-05,5.92035640545561e-05
"DUF697",5.21131898483506e-05,6.84200443361887e-06,1.28503321810869e-05,1.46920545369064e-05,0,0,3.30191015502468e-05,2.84342940333477e-05,0,5.78526262199673e-06,6.3270716414322e-06,1.67409780079352e-05,0.000210473843086211,9.3101201005493e-05,0.000173612593459074,0.000169061707523246,0.000210938200380743,1.6734534501032e-05,4.06652840470091e-05,0.000121644411268696,0.000170419299644846,0.000102595999397249,2.97828458253757e-05,1.56966979379771e-05,1.26142490557334e-05,3.06458928374419e-06,0.000159420982989781,2.93083235638921e-05,0,8.73320071806317e-05,0.000232204133233572,1.78465199286139e-05,0.000233779312329161,0.000197088995535934,0.000196430575822202,0.000141787658802178,0.000165158306817683,3.15280875850273e-05,0.000136856773166119,0.000395189973465816,0.000195111449005268,0.000243501552322396,5.78360636775061e-05,8.87082466411832e-05,5.18031185477366e-05
"DUF1317",0,0,0,0,0,0,0,0,0,0,0,5.58032600264507e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptidase_C13",0,0,0,2.93841090738129e-05,0,0,0,5.68685880666955e-06,0,5.78526262199673e-06,1.26541432828644e-05,0,1.66163560331219e-05,5.81882506284331e-06,2.84610808949302e-06,0,0,5.57817816701065e-06,5.80932629242987e-06,0,6.81677198579385e-06,0,3.72285572817197e-06,0,0,0,0,0,9.30397000400071e-06,0,0,0,0,0,0,0,0,2.62734063208561e-06,0,0,0,0,0,0,0
"Phage_GP20",0,6.84200443361887e-06,0,0,1.45844879386285e-05,0,0,0,0,1.15705252439935e-05,6.3270716414322e-06,0,0,1.16376501256866e-05,2.84610808949302e-06,9.94480632489682e-06,0,0,5.80932629242987e-06,0,6.81677198579385e-06,6.41224996232803e-06,0,5.23223264599237e-06,3.60407115878096e-06,1.5322946418721e-06,0,1.46541617819461e-05,0,0,0,5.94883997620464e-06,0,0,0,0,5.1611970880526e-06,5.25468126417122e-06,0,0,0,0,0,0,7.40044550681951e-06
"YL1",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80203557939048e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCHF",7.44474140690723e-06,1.36840088672377e-05,2.57006643621738e-05,2.93841090738129e-05,7.29224396931424e-05,0,3.30191015502468e-05,5.68685880666955e-05,8.38879257312231e-05,5.20673635979705e-05,2.53082865657288e-05,2.79016300132254e-05,2.21551413774959e-05,2.90941253142166e-05,1.99227566264512e-05,4.97240316244841e-06,1.05469100190372e-05,5.57817816701065e-06,1.74279788772896e-05,1.10585828426087e-05,1.36335439715877e-05,4.48857497362962e-05,3.72285572817197e-05,4.70900938139313e-05,3.78427471672001e-05,2.60490089118256e-05,2.65701638316302e-05,2.93083235638921e-05,0,1.9407112706807e-05,1.72003061654497e-05,6.5437239738251e-05,1.79830240253201e-05,2.95633493303901e-05,3.74153477756576e-05,2.83575317604356e-05,2.83865839842893e-05,2.36460656887705e-05,0,1.88185701650389e-05,1.34559620003633e-05,8.69648401151414e-06,4.33770477581296e-05,1.61287721165788e-05,2.9601782027278e-05
"TraE",7.44474140690723e-06,0,0,0,0,0,0,1.13737176133391e-05,0,0,6.3270716414322e-06,0,0,0,0,0,1.05469100190372e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.70355635340352e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NADH_ub_rd_NUML",0,0,0,0,0,0,0,0,0,0,6.3270716414322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YibE_F",0,1.36840088672377e-05,1.28503321810869e-05,0,0,1.1903486531205e-05,1.65095507751234e-05,0,0,5.78526262199673e-06,0,0,0,0,0,0,0,0,0,0,0,3.20612498116402e-06,0,0,0,1.5322946418721e-06,0,0,0,0,0,0,0,0,0,0,2.5805985440263e-06,0,0,0,0,0,7.22950795968826e-06,0,0
"RuBisCO_large_N",1.48894828138145e-05,0,1.28503321810869e-05,0,0,2.380697306241e-05,0,4.54948704533564e-05,0,2.31410504879869e-05,1.89812149242966e-05,1.11606520052901e-05,9.41593508543576e-05,5.23694255655898e-05,5.97682698793535e-05,7.45860474367262e-05,6.3281460114223e-05,1.11563563340213e-05,1.16186525848597e-05,6.63514970556523e-05,0.000129518667730083,5.45041246797883e-05,1.48914229126879e-05,0,1.08122134763429e-05,2.29844196280814e-05,6.37683931959125e-05,9.76944118796405e-06,0,4.85177817670176e-05,0.000146202602406323,5.94883997620464e-06,0.000143864192202561,3.94177991071868e-05,7.48306955513152e-05,4.96256805807623e-05,6.19343650566312e-05,1.57640437925137e-05,7.46491489997014e-05,0.00016936713148535,4.03678860010899e-05,8.69648401151415e-05,2.89180318387531e-05,3.22575442331575e-05,5.92035640545561e-05
